"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.253743144E0,-1.491000056E0,6.400000304E-2,-9.769999981E-1,1.783733771E0
6.263480058E0,-1.537999988E0,1.720000058E-1,-1.235000014E0,1.979962878E0
6.273216981E0,-1.623999953E0,2.800000012E-1,-1.476999998E0,2.212985505E0
6.282953689E0,-1.710000038E0,3.919999897E-1,-1.608000040E0,2.379795842E0
6.292690611E0,-1.894000053E0,4.869999886E-1,-1.718000054E0,2.603061539E0
6.302427444E0,-2.096999884E0,5.749999881E-1,-1.776999950E0,2.808159953E0
6.312164370E0,-2.276000023E0,6.460000277E-1,-1.779999971E0,2.960724918E0
6.321901298E0,-2.401999950E0,6.850000024E-1,-1.745000005E0,3.046941710E0
6.331637992E0,-2.404000044E0,6.710000038E-1,-1.652999997E0,2.993637621E0
6.341374913E0,-2.384000063E0,6.420000196E-1,-1.503999949E0,2.890957656E0
6.351111836E0,-2.404000044E0,6.380000114E-1,-1.309999943E0,2.811113672E0
6.360848789E0,-2.431999922E0,5.889999866E-1,-1.039000034E0,2.709440104E0
6.370585637E0,-2.509999990E0,5.759999752E-1,-8.119999766E-1,2.700225895E0
6.380322573E0,-2.690000057E0,5.609999895E-1,-6.010000110E-1,2.812831724E0
6.390059496E0,-2.861999989E0,5.799999833E-1,-4.020000100E-1,2.947719105E0
6.399796443E0,-2.984999895E0,5.580000281E-1,-2.060000002E-1,3.043685990E0
6.409533137E0,-3.069000006E0,5.360000134E-1,-3.500000015E-2,3.115651144E0
6.419270086E0,-3.019999981E0,5.299999714E-1,1.689999998E-1,3.070807850E0
6.429007010E0,-3.109999895E0,5.960000157E-1,4.810000062E-1,3.202916854E0
6.438743835E0,-3.121000051E0,7.689999938E-1,9.649999738E-1,3.356073191E0
6.448480756E0,-3.095000029E0,9.190000296E-1,1.289999962E0,3.476734982E0
6.458217459E0,-2.963000059E0,1.024999976E0,1.526999950E0,3.487366220E0
6.467954351E0,-2.763999939E0,1.108999968E0,1.718999982E0,3.438682528E0
6.477691274E0,-2.466000080E0,1.161999941E0,1.894000053E0,3.319433153E0
6.487428198E0,-2.105999947E0,1.177000046E0,1.945000052E0,3.098965971E0
6.497165047E0,-1.728999972E0,1.202000022E0,1.840000033E0,2.796398591E0
6.506901939E0,-1.419000030E0,1.245000005E0,1.623000026E0,2.489521074E0
6.516638862E0,-1.144000053E0,1.439000010E0,1.231999993E0,2.212980148E0
6.526375804E0,-7.379999757E-1,1.544000030E0,1.205999970E0,2.093565376E0
6.536112498E0,-2.739999890E-1,1.381999969E0,1.554000020E0,2.097597667E0
6.545849395E0,1.509999931E-1,1.264000058E0,1.493000031E0,1.962026054E0
6.555586318E0,3.179999888E-1,1.307000041E0,1.009999990E0,1.682103766E0
6.565323157E0,4.350000024E-1,1.299000025E0,6.090000272E-1,1.499168803E0
6.575060049E0,6.269999743E-1,1.075999975E0,5.270000100E-1,1.352269916E0
6.584796972E0,8.460000157E-1,7.340000272E-1,5.019999743E-1,1.227385856E0
6.594533895E0,9.670000076E-1,4.180000126E-1,2.409999967E-1,1.080691456E0
6.604270589E0,9.340000153E-1,1.840000004E-1,-1.129999980E-1,9.586349817E-1
6.614007510E0,8.920000196E-1,-3.400000185E-2,-3.389999866E-1,9.548513109E-1
6.623744425E0,8.519999981E-1,-2.750000060E-1,-2.809999883E-1,9.383442830E-1
6.633481272E0,7.820000052E-1,-4.970000088E-1,-1.999999955E-2,9.267863923E-1
6.643218193E0,7.699999809E-1,-6.309999824E-1,2.969999909E-1,1.038879176E0
6.652955116E0,7.900000215E-1,-7.300000191E-1,5.189999938E-1,1.194303586E0
6.662691782E0,9.039999843E-1,-8.309999704E-1,6.980000138E-1,1.412437943E0
6.672428703E0,1.177000046E0,-9.570000172E-1,6.909999847E-1,1.666931048E0
6.682165601E0,1.455999970E0,-1.116000056E0,6.079999804E-1,1.932629301E0
6.691902450E0,1.733999968E0,-1.238999963E0,5.350000262E-1,2.197294205E0
6.701639367E0,1.963999987E0,-1.337000012E0,3.160000145E-1,2.396814759E0
6.711376290E0,2.203000069E0,-1.411000013E0,7.699999958E-2,2.617261802E0
6.721112969E0,2.355000019E0,-1.453999996E0,-1.010000035E-1,2.769538243E0
6.730849890E0,2.338999987E0,-1.440000057E0,-1.519999951E-1,2.750931679E0
6.740586823E0,2.150000095E0,-1.327000022E0,-1.749999970E-1,2.532598363E0
6.750323746E0,1.863999963E0,-1.213000059E0,-2.579999864E-1,2.238845461E0
6.760060595E0,1.623999953E0,-1.149999976E0,-4.250000119E-1,2.034822057E0
6.769797516E0,1.381000042E0,-1.085000038E0,-6.719999909E-1,1.880417556E0
6.779534448E0,1.177000046E0,-1.037999988E0,-9.300000072E-1,1.824191080E0
6.789271385E0,9.710000157E-1,-1.021999955E0,-1.187000036E0,1.842903694E0
6.799008065E0,7.160000205E-1,-9.620000124E-1,-1.373999953E0,1.823725836E0
6.808744986E0,4.239999950E-1,-8.709999919E-1,-1.508999944E0,1.793180920E0
6.818481890E0,1.230000034E-1,-7.409999967E-1,-1.626000047E0,1.791113103E0
6.828218743E0,-1.190000027E-1,-6.190000176E-1,-1.703999996E0,1.816848373E0
6.837955664E0,-3.059999943E-1,-5.270000100E-1,-1.725999951E0,1.830420946E0
6.847692597E0,-4.219999909E-1,-4.510000050E-1,-1.728999972E0,1.836008143E0
6.857429291E0,-5.180000067E-1,-3.459999859E-1,-1.690000057E0,1.801149686E0
6.867166193E0,-5.550000072E-1,-2.500000000E-1,-1.606999993E0,1.718421947E0
6.876903111E0,-5.770000219E-1,-1.360000074E-1,-1.444000006E0,1.560948764E0
6.886640034E0,-6.039999723E-1,2.400000021E-2,-1.220000029E0,1.361540318E0
6.896376883E0,-5.640000105E-1,1.459999979E-1,-9.860000014E-1,1.145254563E0
6.906113784E0,-4.709999859E-1,2.129999995E-1,-7.009999752E-1,8.709827506E-1
6.915850487E0,-3.389999866E-1,2.169999927E-1,-3.840000033E-1,5.562966748E-1
6.925587408E0,-2.099999934E-1,1.439999938E-1,-1.150000021E-1,2.793939798E-1
6.935324312E0,-1.710000038E-1,6.199999899E-2,5.600000173E-2,1.903181583E-1
6.945061235E0,-1.809999943E-1,-1.200000010E-2,1.560000032E-1,2.392509121E-1
6.954798084E0,-1.889999956E-1,-5.499999970E-2,3.039999902E-1,3.621629362E-1
6.964535005E0,-1.319999993E-1,-1.430000067E-1,4.149999917E-1,4.583644781E-1
6.974271928E0,-1.019999981E-1,-1.860000044E-1,4.230000079E-1,4.732113776E-1
6.984008636E0,-9.099999815E-2,-1.669999957E-1,4.219999909E-1,4.628757831E-1
6.993745557E0,-1.159999967E-1,-1.199999973E-1,3.989999890E-1,4.325008553E-1
7.003482480E0,-1.209999993E-1,-3.400000185E-2,3.389999866E-1,3.615494308E-1
7.013219403E0,-1.169999987E-1,6.700000167E-2,1.700000018E-1,2.169746541E-1
7.022956233E0,-1.070000008E-1,1.570000052E-1,-2.999999933E-2,1.923486464E-1
7.032693154E0,-8.500000089E-2,2.259999961E-1,-2.560000122E-1,3.519048232E-1
7.042430101E0,-2.500000037E-2,2.989999950E-1,-4.600000083E-1,5.492048841E-1
7.052167024E0,3.500000015E-2,4.339999855E-1,-6.309999824E-1,7.666433102E-1
7.061903723E0,7.000000030E-2,5.590000153E-1,-7.680000067E-1,9.524731111E-1
7.071640644E0,7.599999756E-2,6.940000057E-1,-8.069999814E-1,1.067080586E0
7.081377576E0,6.599999964E-2,7.779999971E-1,-8.259999752E-1,1.136624808E0
7.091114425E0,3.900000080E-2,8.389999866E-1,-8.240000010E-1,1.176612927E0
7.100851375E0,6.000000052E-3,8.399999738E-1,-7.749999762E-1,1.142917722E0
7.110588074E0,-1.300000027E-2,8.489999771E-1,-6.930000186E-1,1.096001363E0
7.120324990E0,-4.999999888E-3,8.280000091E-1,-5.730000138E-1,1.006944900E0
7.130061913E0,4.600000009E-2,8.100000024E-1,-4.040000141E-1,9.063288670E-1
7.139798851E0,1.469999999E-1,7.900000215E-1,-2.469999939E-1,8.406652312E-1
7.149535699E0,2.689999938E-1,7.279999852E-1,-7.599999756E-2,7.798211172E-1
7.159272597E0,4.169999957E-1,6.430000067E-1,5.999999866E-2,7.687249214E-1
7.169009520E0,5.109999776E-1,5.360000134E-1,1.519999951E-1,7.559900726E-1
7.178746463E0,6.200000048E-1,4.589999914E-1,3.000000119E-1,8.276962034E-1
7.188483157E0,7.020000219E-1,3.930000067E-1,3.939999938E-1,8.958175211E-1
7.198220063E0,7.459999919E-1,3.219999969E-1,4.189999998E-1,9.141996422E-1
7.207956945E0,7.879999876E-1,2.669999897E-1,4.140000045E-1,9.293164040E-1
7.217693866E0,7.979999781E-1,2.049999982E-1,4.309999943E-1,9.298332965E-1
7.227430800E0,7.799999714E-1,1.809999943E-1,4.560000002E-1,9.214645699E-1
7.237167723E0,7.379999757E-1,1.770000011E-1,4.460000098E-1,8.802777818E-1
7.246904660E0,7.049999833E-1,1.829999983E-1,3.829999864E-1,8.229234262E-1
7.256641354E0,6.399999857E-1,1.840000004E-1,3.089999855E-1,7.341232681E-1
7.266378270E0,6.209999919E-1,2.259999961E-1,2.520000041E-1,7.072630276E-1
7.276115099E0,5.920000076E-1,2.649999857E-1,1.539999992E-1,6.666370836E-1
7.285852020E0,5.809999704E-1,2.980000079E-1,5.999999866E-2,6.557171419E-1
7.295588953E0,5.699999928E-1,3.269999921E-1,-5.200000107E-2,6.591911611E-1
7.305325609E0,5.120000243E-1,3.950000107E-1,-3.160000145E-1,7.197395658E-1
7.315062761E0,4.779999852E-1,5.019999743E-1,-5.220000148E-1,8.677395781E-1
7.324799440E0,5.329999924E-1,5.600000024E-1,2.400000021E-2,7.734759172E-1
7.334536380E0,6.729999781E-1,5.279999971E-1,7.820000052E-1,1.158981007E0
7.344273228E0,7.979999781E-1,4.519999921E-1,7.839999795E-1,1.206550424E0
7.354010135E0,9.739999771E-1,2.860000134E-1,6.140000224E-1,1.186367561E0
7.363747045E0,1.154000044E0,6.499999762E-2,9.369999766E-1,1.487921388E0
7.373483739E0,1.220000029E0,-1.829999983E-1,1.340000033E0,1.821397584E0
7.383220645E0,1.225000024E0,-4.090000093E-1,1.521000028E0,1.995331338E0
7.392957568E0,1.182999969E0,-5.970000029E-1,1.491999984E0,1.995485375E0
7.402694496E0,1.077000022E0,-7.189999819E-1,1.606999993E0,2.063816610E0
7.412431344E0,1.016999960E0,-7.390000224E-1,1.717000008E0,2.128027015E0
7.422168289E0,9.499999881E-1,-7.990000248E-1,1.800999999E0,2.187350455E0
7.431905203E0,9.520000219E-1,-8.289999962E-1,1.947999954E0,2.321260187E0
7.441642136E0,9.359999895E-1,-8.569999933E-1,2.039000034E0,2.401679851E0
7.451378830E0,9.039999843E-1,-8.119999766E-1,2.048000097E0,2.381357666E0
7.461115751E0,8.759999871E-1,-8.009999990E-1,2.032000065E0,2.353295825E0
7.470852589E0,8.109999895E-1,-8.190000057E-1,1.935999990E0,2.253126262E0
7.480589510E0,6.840000153E-1,-8.259999752E-1,1.700999975E0,2.010853773E0
7.490326423E0,5.239999890E-1,-8.389999866E-1,1.363000035E0,1.684121748E0
7.500063099E0,3.829999864E-1,-8.149999976E-1,9.670000076E-1,1.321364068E0
7.509800020E0,2.689999938E-1,-8.249999881E-1,4.930000007E-1,9.980155198E-1
7.519536962E0,1.689999998E-1,-8.199999928E-1,5.799999833E-2,8.392407211E-1
7.529273885E0,8.699999750E-2,-8.560000062E-1,-4.490000010E-1,9.705184239E-1
7.539010714E0,0.000000000E0,-8.590000272E-1,-8.980000019E-1,1.242692661E0
7.548747635E0,-4.600000009E-2,-8.600000143E-1,-1.185999990E0,1.465712114E0
7.558484583E0,-7.500000298E-2,-8.939999938E-1,-1.333999991E0,1.607612194E0
7.568221277E0,-1.129999980E-1,-9.070000052E-1,-1.360999942E0,1.639432478E0
7.577958198E0,-1.420000046E-1,-9.089999795E-1,-1.277999997E0,1.574715516E0
7.587695111E0,-1.309999973E-1,-9.240000248E-1,-1.149999976E0,1.481025655E0
7.597432034E0,-7.000000030E-2,-9.279999733E-1,-9.879999757E-1,1.357286964E0
7.607168882E0,1.700000092E-2,-9.480000138E-1,-8.460000157E-1,1.270712026E0
7.616905803E0,8.799999952E-2,-9.929999709E-1,-5.970000029E-1,1.161981904E0
7.626642732E0,1.780000031E-1,-1.062999964E0,-1.879999936E-1,1.094073545E0
7.636379426E0,3.330000043E-1,-1.152999997E0,2.399999946E-1,1.223886430E0
7.646116342E0,4.830000103E-1,-1.195999980E0,5.159999728E-1,1.389230339E0
7.655853265E0,4.930000007E-1,-1.258000016E0,7.429999709E-1,1.541966925E0
7.665590198E0,4.550000131E-1,-1.294000030E0,9.020000100E-1,1.641665345E0
7.675327046E0,3.230000138E-1,-1.248000026E0,1.001000047E0,1.632125659E0
7.685063976E0,2.169999927E-1,-1.190000057E0,9.869999886E-1,1.561204058E0
7.694800900E0,1.190000027E-1,-1.136000037E0,8.330000043E-1,1.413699435E0
7.704537609E0,9.200000018E-2,-1.108000040E0,6.389999986E-1,1.282360748E0
7.714274530E0,1.319999993E-1,-1.128999949E0,3.720000088E-1,1.196013750E0
7.724011373E0,1.580000073E-1,-1.072999954E0,1.010000035E-1,1.089263010E0
7.733748294E0,1.580000073E-1,-9.840000272E-1,-1.070000008E-1,1.002331809E0
7.743485227E0,1.389999986E-1,-8.389999866E-1,-3.240000010E-1,9.100648207E-1
7.753222154E0,4.699999839E-2,-6.510000229E-1,-5.440000296E-1,8.496740915E-1
7.762958849E0,-4.899999872E-2,-4.560000002E-1,-6.620000005E-1,8.053452680E-1
7.772695770E0,-1.819999963E-1,-2.739999890E-1,-7.810000181E-1,8.474438158E-1
7.782432708E0,-2.269999981E-1,-1.199999973E-1,-9.039999843E-1,9.397579316E-1
7.792169631E0,-2.919999957E-1,-6.100000069E-2,-9.890000224E-1,1.033008249E0
7.801906493E0,-3.210000098E-1,2.000000095E-3,-8.799999952E-1,9.367203413E-1
7.811643414E0,-3.440000117E-1,5.999999866E-2,-8.619999886E-1,9.300430034E-1
7.821380351E0,-3.420000076E-1,1.070000008E-1,-9.449999928E-1,1.010662155E0
7.831117046E0,-3.519999981E-1,1.809999943E-1,-9.259999990E-1,1.007045677E0
7.840853953E0,-3.790000081E-1,2.409999967E-1,-9.100000262E-1,1.014801484E0
7.850590876E0,-3.799999952E-1,3.019999862E-1,-8.809999824E-1,1.005865278E0
7.860327794E0,-3.420000076E-1,3.589999974E-1,-8.610000014E-1,9.935622808E-1
7.870064642E0,-3.490000069E-1,4.399999976E-1,-8.989999890E-1,1.060000935E0
7.879801563E0,-3.989999890E-1,5.289999843E-1,-9.010000229E-1,1.118410933E0
7.889538258E0,-3.170000017E-1,6.060000062E-1,-7.289999723E-1,9.995828971E-1
7.899275165E0,-2.720000148E-1,6.209999919E-1,-7.250000238E-1,9.925976186E-1
7.909012092E0,-2.759999931E-1,6.959999800E-1,-6.389999986E-1,9.843337678E-1
7.918749049E0,-2.969999909E-1,7.910000086E-1,-5.440000296E-1,1.004901010E0
7.928485897E0,-3.829999864E-1,8.460000157E-1,-4.639999866E-1,1.038123790E0
7.938222813E0,-4.769999981E-1,8.629999757E-1,-3.670000136E-1,1.052134481E0
7.947959722E0,-5.529999733E-1,9.179999828E-1,-2.720000148E-1,1.105674883E0
7.957696417E0,-5.749999881E-1,9.409999847E-1,-2.049999982E-1,1.121664369E0
7.967433317E0,-5.619999766E-1,9.490000010E-1,-1.710000038E-1,1.116103031E0
7.977170240E0,-5.720000267E-1,9.559999704E-1,-1.449999958E-1,1.123452257E0
7.986907168E0,-6.060000062E-1,9.509999752E-1,-2.700000070E-2,1.127992004E0
7.996644016E0,-6.470000148E-1,9.670000076E-1,1.070000008E-1,1.168395068E0
8.006380923E0,-6.759999990E-1,9.580000043E-1,2.119999975E-1,1.191504933E0
8.016117846E0,-6.600000262E-1,9.240000248E-1,3.050000072E-1,1.175755538E0
8.025854541E0,-6.150000095E-1,8.840000033E-1,3.689999878E-1,1.138350565E0
8.035591462E0,-5.759999752E-1,8.230000138E-1,4.259999990E-1,1.091137477E0
8.045328384E0,-5.230000019E-1,7.680000067E-1,5.120000243E-1,1.060894451E0
8.055065307E0,-4.769999981E-1,7.260000110E-1,5.630000234E-1,1.035168605E0
8.064802170E0,-4.920000136E-1,6.639999747E-1,6.010000110E-1,1.021841961E0
8.074539096E0,-5.580000281E-1,6.019999981E-1,5.419999957E-1,9.836320575E-1
8.084276019E0,-5.860000253E-1,4.979999959E-1,4.390000105E-1,8.855060896E-1
8.094012718E0,-5.690000057E-1,4.110000134E-1,2.669999897E-1,7.509800344E-1
8.103749659E0,-5.860000253E-1,3.869999945E-1,8.900000155E-2,7.078743007E-1
8.113486507E0,-5.709999800E-1,3.829999864E-1,-5.700000003E-2,6.899122892E-1
8.123223447E0,-5.590000153E-1,4.370000064E-1,-1.220000014E-1,7.199541812E-1
8.132960370E0,-6.050000191E-1,5.440000296E-1,-2.419999987E-1,8.488374724E-1
8.142697302E0,-6.250000000E-1,6.499999762E-1,-2.870000005E-1,9.463054313E-1
8.152434007E0,-3.720000088E-1,5.960000157E-1,2.870000005E-1,7.589262320E-1
8.162170928E0,-1.600000076E-2,4.510000050E-1,1.003999949E0,1.100760147E0
8.171907851E0,2.489999980E-1,3.989999890E-1,1.268000007E0,1.352414880E0
8.181644774E0,4.499999881E-1,3.089999855E-1,1.460000038E0,1.558711356E0
8.191381622E0,5.320000052E-1,1.459999979E-1,1.725999951E0,1.812019822E0
8.201118543E0,5.820000172E-1,-8.200000226E-2,1.906000018E0,1.994563634E0
8.210855466E0,6.970000267E-1,-2.820000052E-1,1.917000055E0,2.059179995E0
8.220592156E0,7.350000143E-1,-4.429999888E-1,1.694000006E0,1.898976048E0
8.230329092E0,7.239999771E-1,-4.939999878E-1,1.192999959E0,1.480358354E0
8.240065974E0,6.520000100E-1,-5.000000000E-1,5.849999785E-1,1.008627279E0
8.249802895E0,5.799999833E-1,-4.900000095E-1,1.469999999E-1,7.733750642E-1
8.259539832E0,5.299999714E-1,-4.580000043E-1,-1.659999937E-1,7.198749694E-1
8.269276755E0,5.130000114E-1,-4.079999924E-1,-3.420000076E-1,7.393219939E-1
8.279013436E0,4.819999933E-1,-3.300000131E-1,-4.020000100E-1,7.091036668E-1
8.288750587E0,5.450000167E-1,-2.849999964E-1,-2.800000012E-1,6.757588452E-1
8.298487292E0,6.809999943E-1,-3.170000017E-1,-4.500000179E-2,7.525124540E-1
8.308224116E0,8.180000186E-1,-3.919999897E-1,3.000000119E-1,9.553994084E-1
8.317961039E0,9.290000200E-1,-4.639999866E-1,6.959999800E-1,1.250101195E0
8.327697948E0,9.639999866E-1,-5.540000200E-1,1.032999992E0,1.517663000E0
8.337434871E0,9.909999967E-1,-6.639999747E-1,1.340000033E0,1.794039311E0
8.347171575E0,9.909999967E-1,-7.329999804E-1,1.580999970E0,2.004727131E0
8.356908496E0,9.819999933E-1,-8.149999976E-1,1.615000010E0,2.058342540E0
8.366645405E0,1.105000019E0,-9.350000024E-1,1.481999993E0,2.071611457E0
8.376382328E0,1.302999973E0,-1.097000003E0,1.268000007E0,2.123450483E0
8.386119176E0,1.422000051E0,-1.231999993E0,9.100000262E-1,2.089978032E0
8.395856083E0,1.378000021E0,-1.264000058E0,5.590000153E-1,1.951681639E0
8.405593005E0,1.258000016E0,-1.251000047E0,3.129999936E-1,1.801536609E0
8.415329700E0,1.177999973E0,-1.250000000E0,4.600000009E-2,1.718225811E0
8.425066636E0,1.156999946E0,-1.284000039E0,-2.540000081E-1,1.746946187E0
8.434803559E0,1.164999962E0,-1.343000054E0,-4.370000064E-1,1.830803939E0
8.444540402E0,1.121000051E0,-1.434999943E0,-4.519999921E-1,1.876211594E0
8.454277323E0,1.034999967E0,-1.468000054E0,-3.750000000E-1,1.834904382E0
8.464014232E0,8.069999814E-1,-1.450000048E0,-3.160000145E-1,1.689261708E0
8.473751155E0,4.699999988E-1,-1.307999969E0,-3.989999890E-1,1.446016911E0
8.483487859E0,2.230000049E-1,-1.259999990E0,-3.950000107E-1,1.339161673E0
8.493224780E0,1.499999966E-2,-1.258000016E0,-4.309999943E-1,1.329868428E0
8.502961703E0,-6.300000101E-2,-1.286000013E0,-4.560000002E-1,1.365906671E0
8.512698551E0,-1.969999969E-1,-1.222000003E0,-5.609999895E-1,1.358975347E0
8.522435458E0,-3.149999976E-1,-1.080000043E0,-6.560000181E-1,1.302290718E0
8.532172381E0,-4.219999909E-1,-8.719999790E-1,-7.350000143E-1,1.216015204E0
8.541909294E0,-5.080000162E-1,-6.119999886E-1,-8.470000029E-1,1.161902323E0
8.551646008E0,-6.320000291E-1,-3.519999981E-1,-9.380000234E-1,1.184555646E0
8.561382920E0,-6.729999781E-1,-1.809999943E-1,-1.070000052E0,1.276945606E0
8.571119843E0,-6.589999795E-1,-4.300000146E-2,-1.228000045E0,1.394314915E0
8.580856719E0,-6.499999762E-1,7.100000232E-2,-1.297000051E0,1.452497883E0
8.590593640E0,-6.309999824E-1,2.269999981E-1,-1.360999942E0,1.517237891E0
8.600330568E0,-6.029999852E-1,4.129999876E-1,-1.358000040E0,1.542187434E0
8.610067491E0,-5.799999833E-1,6.010000110E-1,-1.284999967E0,1.532587977E0
8.619804181E0,-5.320000052E-1,7.609999776E-1,-1.223000050E0,1.535537070E0
8.629541102E0,-4.749999940E-1,8.569999933E-1,-1.179000020E0,1.533008490E0
8.639278059E0,-3.849999905E-1,9.070000052E-1,-1.120000005E0,1.491735236E0
8.649014907E0,-3.079999983E-1,9.049999714E-1,-1.055999994E0,1.424438463E0
8.658751804E0,-2.770000100E-1,9.070000052E-1,-1.013000011E0,1.387640817E0
8.668488727E0,-3.449999988E-1,8.849999905E-1,-9.049999714E-1,1.311973678E0
8.678225421E0,-4.289999902E-1,8.650000095E-1,-7.850000262E-1,1.244383803E0
8.687962376E0,-5.889999866E-1,8.489999771E-1,-7.229999900E-1,1.261130814E0
8.697699299E0,-7.559999824E-1,8.040000200E-1,-6.129999757E-1,1.262426622E0
8.707436133E0,-9.049999714E-1,7.749999762E-1,-5.410000086E-1,1.308560629E0
8.717173054E0,-9.959999919E-1,7.929999828E-1,-5.109999776E-1,1.371854924E0
8.726909977E0,-1.077999949E0,8.019999862E-1,-3.980000019E-1,1.401317905E0
8.736646900E0,-1.059000015E0,8.059999943E-1,-3.019999862E-1,1.364668830E0
8.746383613E0,-1.001999974E0,8.560000062E-1,-1.700000018E-1,1.328773856E0
8.756120535E0,-9.290000200E-1,9.039999843E-1,-8.200000226E-2,1.298838331E0
8.765857458E0,-8.420000076E-1,9.480000138E-1,2.899999917E-2,1.268270097E0
8.775594381E0,-7.229999900E-1,9.660000205E-1,1.239999980E-1,1.212955492E0
8.785331214E0,-6.069999933E-1,9.449999928E-1,2.000000030E-1,1.140821625E0
8.795068135E0,-4.880000055E-1,9.049999714E-1,2.509999871E-1,1.058380814E0
8.804805062E0,-3.659999967E-1,8.750000000E-1,3.339999914E-1,1.005553078E0
8.814541757E0,-2.689999938E-1,8.320000172E-1,4.120000005E-1,9.666069654E-1
8.824278640E0,-1.539999992E-1,8.050000072E-1,4.440000057E-1,9.321357285E-1
8.834015563E0,-4.999999888E-3,7.639999986E-1,5.419999957E-1,9.367416897E-1
8.843752471E0,1.650000066E-1,6.940000057E-1,6.060000062E-1,9.360005436E-1
8.853489319E0,3.529999852E-1,6.269999743E-1,6.710000038E-1,9.838592188E-1
8.863226255E0,4.810000062E-1,5.429999828E-1,7.829999924E-1,1.067379490E0
8.872963154E0,5.759999752E-1,4.709999859E-1,8.420000076E-1,1.123646284E0
8.882699848E0,6.529999971E-1,4.129999876E-1,8.909999728E-1,1.179346827E0
8.892436769E0,6.980000138E-1,3.619999886E-1,9.279999733E-1,1.216319021E0
8.902173683E0,7.530000210E-1,3.249999881E-1,9.380000234E-1,1.245984778E0
8.911910531E0,7.739999890E-1,3.260000050E-1,8.709999919E-1,1.209955773E0
8.921647423E0,6.819999814E-1,4.309999943E-1,7.179999948E-1,1.080004149E0
8.931384346E0,7.990000248E-1,4.149999917E-1,9.300000072E-1,1.294421124E0
8.941121059E0,9.499999881E-1,3.569999933E-1,1.304999948E0,1.653170843E0
8.950857981E0,1.097000003E0,3.750000000E-1,1.353000045E0,1.781752824E0
8.960594918E0,1.222000003E0,3.479999900E-1,1.309000015E0,1.824244786E0
8.970331841E0,1.322000027E0,2.010000050E-1,1.391000032E0,1.929498941E0
8.980068641E0,1.332000017E0,4.399999976E-2,1.506999969E0,2.011767619E0
8.989805562E0,1.256000042E0,-4.999999888E-3,1.504999995E0,1.960251538E0
8.999542505E0,1.144999981E0,-3.999999911E-2,1.524999976E0,1.907419693E0
9.009279428E0,1.110000014E0,-1.070000008E-1,1.501999974E0,1.870709212E0
9.019016108E0,1.067000031E0,-1.630000025E-1,1.383000016E0,1.754350909E0
9.028753029E0,1.090999961E0,-2.649999857E-1,1.297999978E0,1.716190505E0
9.038489952E0,1.101999998E0,-3.700000048E-1,1.200000048E0,1.670719639E0
9.048226790E0,1.121000051E0,-4.079999924E-1,1.097000003E0,1.620652373E0
9.057963711E0,1.164999962E0,-4.690000117E-1,1.004999995E0,1.608480933E0
9.067700650E0,1.187999964E0,-5.009999871E-1,9.330000281E-1,1.591487968E0
9.077437573E0,1.218999982E0,-5.419999957E-1,8.989999890E-1,1.608703183E0
9.087174277E0,1.225999951E0,-6.129999757E-1,8.650000095E-1,1.620823824E0
9.096911232E0,1.248000026E0,-6.629999876E-1,8.299999833E-1,1.638893840E0
9.106648155E0,1.253999949E0,-7.039999962E-1,7.639999986E-1,1.628443387E0
9.116385017E0,1.274999976E0,-8.149999976E-1,6.970000267E-1,1.666030904E0
9.126121938E0,1.310999990E0,-9.330000281E-1,6.209999919E-1,1.724775642E0
9.135858861E0,1.299000025E0,-1.008999944E0,4.819999933E-1,1.714002901E0
9.145595560E0,1.185999990E0,-1.024999976E0,2.680000067E-1,1.590297120E0
9.155332482E0,1.078999996E0,-1.059999943E0,2.899999917E-2,1.512839010E0
9.165069386E0,1.004999995E0,-1.125000000E0,-2.790000141E-1,1.534109187E0
9.174806309E0,9.729999900E-1,-1.197999954E0,-6.370000243E-1,1.669641249E0
9.184543152E0,9.060000181E-1,-1.243999958E0,-9.620000124E-1,1.814887311E0
9.194280073E0,8.939999938E-1,-1.241999984E0,-1.217000008E0,1.955220951E0
9.204016996E0,9.340000153E-1,-1.254999995E0,-1.358999968E0,2.072260102E0
9.213753919E0,9.929999709E-1,-1.291000009E0,-1.353000045E0,2.117389687E0
9.223490566E0,1.044000030E0,-1.310999990E0,-1.304999948E0,2.124072009E0
9.233227487E0,1.115000010E0,-1.338999987E0,-1.134999990E0,2.079512194E0
9.242964424E0,1.195000052E0,-1.368999958E0,-9.100000262E-1,2.032310522E0
9.252701272E0,1.289000034E0,-1.437000036E0,-6.299999952E-1,2.030613254E0
9.262438174E0,1.437999964E0,-1.531999946E0,-3.269999921E-1,2.126451675E0
9.272175097E0,1.654999971E0,-1.674999952E0,5.799999833E-2,2.355422201E0
9.281911791E0,1.815999985E0,-1.825999975E0,5.389999747E-1,2.631093466E0
9.291648713E0,1.832999945E0,-1.909999967E0,1.037999988E0,2.843489519E0
9.301385621E0,1.774000049E0,-1.960000038E0,1.513000011E0,3.045955574E0
9.311122544E0,1.702000022E0,-2.052999973E0,1.781000018E0,3.206801215E0
9.320859397E0,1.659999967E0,-2.151999950E0,1.975999951E0,3.360249914E0
9.330596318E0,1.549999952E0,-2.223999977E0,1.912999988E0,3.317867493E0
9.340333226E0,1.401000023E0,-2.230999947E0,1.598999977E0,3.081714256E0
