"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.930217030E0,-1.260000020E-1,9.200000018E-2,-2.599999905E-1,3.032160873E-1
2.939953884E0,-7.999999821E-2,1.080000028E-1,-2.029999942E-1,2.434604649E-1
2.949690578E0,-6.599999964E-2,1.600000076E-2,-1.490000039E-1,1.637467592E-1
2.959427212E0,4.600000009E-2,-3.840000033E-1,-2.370000035E-1,4.535868210E-1
2.969164092E0,3.310000002E-1,-1.230000034E-1,5.299999937E-2,3.570700224E-1
2.978900786E0,4.100000113E-2,2.649999857E-1,1.640000045E-1,3.143278448E-1
2.988637596E0,-5.400000140E-2,2.440000027E-1,1.070000008E-1,2.718473867E-1
2.998374213E0,5.099999905E-2,1.879999936E-1,4.679999948E-1,5.069210911E-1
3.008110899E0,3.089999855E-1,9.200000018E-2,2.980000079E-1,4.390318846E-1
3.017847516E0,3.260000050E-1,2.700000070E-2,1.940000057E-1,3.803169803E-1
3.027584375E0,2.090000063E-1,-9.999999776E-3,2.619999945E-1,3.352983742E-1
3.037321070E0,2.049999982E-1,-4.800000042E-2,2.430000007E-1,3.215244931E-1
3.047057914E0,2.220000029E-1,-4.300000146E-2,2.240000069E-1,3.182907546E-1
3.056794608E0,2.689999938E-1,-4.100000113E-2,1.860000044E-1,3.296027888E-1
3.066531248E0,2.360000014E-1,-3.299999982E-2,1.519999951E-1,2.826464208E-1
3.076268092E0,1.979999989E-1,-8.000000380E-3,1.439999938E-1,2.449571346E-1
3.086004786E0,1.469999999E-1,1.000000047E-3,1.319999993E-1,1.975702401E-1
3.095741630E0,9.899999946E-2,-1.499999966E-2,8.500000089E-2,1.313430624E-1
3.105478325E0,1.040000021E-1,-4.199999943E-2,7.800000161E-2,1.366162532E-1
3.115214940E0,7.900000364E-2,-5.099999905E-2,9.700000286E-2,1.350962658E-1
3.124951803E0,2.400000021E-2,-4.699999839E-2,1.689999998E-1,1.770480155E-1
3.134688498E0,-1.099999994E-2,-6.599999964E-2,2.090000063E-1,2.194493167E-1
3.144425337E0,-4.100000113E-2,-4.399999976E-2,2.039999962E-1,2.126805081E-1
3.154162031E0,-5.600000173E-2,-2.999999933E-2,1.509999931E-1,1.638200173E-1
3.163898647E0,-2.700000070E-2,-4.999999888E-3,4.399999976E-2,5.186521007E-2
3.173635467E0,-1.999999955E-2,6.000000052E-3,-9.899999946E-2,1.011780603E-1
3.183372084E0,-4.199999943E-2,1.200000010E-2,-1.840000004E-1,1.891137226E-1
3.193108803E0,-7.199999690E-2,1.999999955E-2,-2.879999876E-1,2.975365396E-1
3.202845650E0,-6.899999827E-2,4.000000190E-3,-3.700000048E-1,3.764000575E-1
3.212582348E0,1.700000092E-2,3.299999982E-2,-4.329999983E-1,4.345883093E-1
3.222319192E0,-1.120000035E-1,3.500000015E-2,-2.370000035E-1,2.644579407E-1
3.232055806E0,-1.280000061E-1,8.999999613E-3,-1.860000044E-1,2.259668188E-1
3.241792496E0,-7.800000161E-2,-3.099999949E-2,-1.659999937E-1,1.860134353E-1
3.251529321E0,-6.499999762E-2,-2.700000070E-2,-7.100000232E-2,9.997499716E-2
3.261266054E0,-9.899999946E-2,-1.899999939E-2,2.800000086E-2,1.046231328E-1
3.271002904E0,-1.299999952E-1,-2.300000004E-2,9.300000221E-2,1.614868390E-1
3.280739521E0,-1.019999981E-1,-3.999999911E-2,1.230000034E-1,1.647209773E-1
3.290476196E0,-9.000000358E-2,-2.700000070E-2,1.720000058E-1,1.959923537E-1
3.300212814E0,-9.000000358E-2,-1.700000092E-2,1.809999943E-1,2.028546243E-1
3.309949673E0,-1.080000028E-1,-7.000000216E-3,1.379999965E-1,1.753767364E-1
3.319686367E0,-1.140000001E-1,-1.000000047E-3,9.200000018E-2,1.464957339E-1
3.329423196E0,-1.239999980E-1,9.999999776E-3,2.999999933E-2,1.279687440E-1
3.339159891E0,-1.089999974E-1,1.099999994E-2,-4.000000190E-3,1.096266365E-1
3.348896525E0,-8.399999887E-2,3.299999982E-2,-8.000000380E-3,9.060353086E-2
3.358633369E0,-9.000000358E-2,6.700000167E-2,-2.199999988E-2,1.143372243E-1
3.368370055E0,-1.010000035E-1,6.199999899E-2,-3.099999949E-2,1.224989818E-1
3.378106899E0,-8.799999952E-2,6.400000304E-2,-3.999999911E-2,1.159310150E-1
3.387843583E0,-6.100000069E-2,6.199999899E-2,-7.999999821E-2,1.181735997E-1
3.397580427E0,-1.200000010E-2,3.099999949E-2,-1.230000034E-1,1.274127184E-1
3.407317025E0,-2.899999917E-2,8.999999613E-3,-1.319999993E-1,1.354474059E-1
3.417053720E0,-4.300000146E-2,1.000000047E-3,-1.430000067E-1,1.493285038E-1
3.426790366E0,-2.000000095E-3,-1.099999994E-2,-1.389999986E-1,1.394489139E-1
3.436527211E0,1.700000092E-2,-2.899999917E-2,-1.110000014E-1,1.159784476E-1
3.446263900E0,5.099999905E-2,-1.700000092E-2,0.000000000E0,5.375871961E-2
3.456000744E0,4.899999872E-2,-6.199999899E-2,4.899999872E-2,9.298386754E-2
3.465737424E0,9.600000083E-2,-1.129999980E-1,6.800000370E-2,1.631226539E-1
3.475474269E0,6.300000101E-2,-1.010000035E-1,1.030000001E-1,1.574134710E-1
3.485210886E0,5.099999905E-2,-7.500000298E-2,1.190000027E-1,1.496228626E-1
3.494947576E0,4.399999976E-2,-7.500000298E-2,6.800000370E-2,1.103856917E-1
3.504684423E0,4.100000113E-2,-5.999999866E-2,5.299999937E-2,8.994442654E-2
3.514421117E0,2.400000021E-2,-3.400000185E-2,8.100000024E-2,9.106591115E-2
3.524157976E0,-2.000000095E-3,-4.999999888E-3,4.699999839E-2,4.730750308E-2
3.533894574E0,-1.000000047E-3,-1.000000047E-3,-2.300000004E-2,2.304343729E-2
3.543631274E0,-9.999999776E-3,-2.500000037E-2,-6.100000069E-2,6.667833305E-2
3.553368120E0,-2.899999917E-2,-3.900000080E-2,-7.800000161E-2,9.190212329E-2
3.563104800E0,-8.000000380E-3,-4.600000009E-2,-9.899999946E-2,1.094577540E-1
3.572841416E0,1.400000043E-2,-5.499999970E-2,-1.049999967E-1,1.193566056E-1
3.582578260E0,8.000000380E-3,-5.700000003E-2,-7.599999756E-2,9.533624514E-2
3.592314954E0,1.600000076E-2,-6.499999762E-2,-4.100000113E-2,7.849840640E-2
3.602051803E0,-1.499999966E-2,-4.800000042E-2,-8.600000292E-2,9.962429690E-2
3.611788421E0,4.000000190E-3,-4.800000042E-2,-1.199999973E-1,1.293058367E-1
3.621525096E0,2.600000054E-2,-3.999999911E-2,-1.120000035E-1,1.217374253E-1
3.631261952E0,-1.499999966E-2,-3.700000048E-2,-5.299999937E-2,6.635510499E-2
3.640998647E0,-1.300000027E-2,-3.500000015E-2,4.000000190E-3,3.754996696E-2
3.650735500E0,1.799999923E-2,-5.200000107E-2,8.000000380E-3,5.560575590E-2
3.660472194E0,1.700000092E-2,-2.300000004E-2,6.100000069E-2,6.737210192E-2
3.670208801E0,-2.000000095E-3,1.600000076E-2,1.389999986E-1,1.399321251E-1
3.679945645E0,-8.999999613E-3,3.400000185E-2,2.249999940E-1,2.277322934E-1
3.689682329E0,-1.200000010E-2,2.199999988E-2,2.430000007E-1,2.442887643E-1
3.699419173E0,-1.799999923E-2,-9.999999776E-3,2.259999961E-1,2.269361104E-1
3.709155854E0,-1.700000092E-2,-2.300000004E-2,2.020000070E-1,2.040147124E-1
3.718892469E0,0.000000000E0,-5.299999937E-2,1.650000066E-1,1.733032086E-1
3.728629313E0,1.300000027E-2,-4.800000042E-2,1.509999931E-1,1.589779795E-1
3.738366002E0,1.099999994E-2,-2.300000004E-2,1.239999980E-1,1.265938367E-1
3.748102837E0,4.399999976E-2,-4.999999888E-3,7.100000232E-2,8.367795593E-2
3.757839454E0,8.299999684E-2,-4.000000190E-3,1.099999994E-2,8.382123523E-2
3.767576129E0,7.100000232E-2,-1.300000027E-2,-9.999999776E-3,7.286974909E-2
3.777312976E0,3.400000185E-2,-3.000000026E-3,1.400000043E-2,3.689173536E-2
3.787049655E0,1.899999939E-2,4.000000190E-3,4.800000042E-2,5.177837404E-2
3.796786499E0,5.400000140E-2,2.000000095E-3,5.299999937E-2,7.569015844E-2
3.806523116E0,7.299999893E-2,2.000000095E-3,6.400000304E-2,9.710303926E-2
3.816259807E0,9.799999744E-2,1.499999966E-2,5.999999866E-2,1.158835593E-1
3.825996653E0,7.100000232E-2,1.799999923E-2,1.600000076E-2,7.497333077E-2
3.835733347E0,2.999999933E-2,5.900000036E-2,8.999999613E-3,6.679820353E-2
3.845470192E0,4.000000190E-3,4.100000113E-2,4.800000042E-2,6.325345947E-2
3.855206886E0,3.400000185E-2,1.400000043E-2,5.799999833E-2,6.867313845E-2
3.864943501E0,5.499999970E-2,-4.000000190E-3,4.600000009E-2,7.181225506E-2
3.874680345E0,8.699999750E-2,-5.900000036E-2,1.899999939E-2,1.068222804E-1
3.884417025E0,1.140000001E-1,-9.799999744E-2,-3.999999911E-2,1.555634901E-1
3.894153888E0,8.100000024E-2,-6.599999964E-2,-2.899999917E-2,1.084343117E-1
3.903890505E0,1.400000043E-2,-2.600000054E-2,-2.500000037E-2,3.869108500E-2
3.913627431E0,1.700000092E-2,-1.200000010E-2,-6.499999762E-2,6.824954010E-2
3.923364049E0,2.199999988E-2,-1.200000010E-2,-9.600000083E-2,9.921693483E-2
3.933100751E0,-1.999999955E-2,0.000000000E0,-8.600000292E-2,8.829496296E-2
3.942837595E0,-3.400000185E-2,7.000000216E-3,-5.299999937E-2,6.335613674E-2
3.952574290E0,-3.099999949E-2,3.200000152E-2,-5.099999905E-2,6.772001158E-2
3.962310905E0,-4.000000190E-3,3.400000185E-2,-3.799999878E-2,5.114684775E-2
3.972047749E0,-2.099999972E-2,6.899999827E-2,2.700000070E-2,7.701298454E-2
3.981784444E0,-5.200000107E-2,7.900000364E-2,2.600000054E-2,9.808669998E-2
3.991521292E0,-4.600000009E-2,3.500000015E-2,2.099999972E-2,6.149796750E-2
4.001257986E0,-3.599999845E-2,2.999999933E-2,4.199999943E-2,6.292852931E-2
4.010994845E0,-7.199999690E-2,5.499999970E-2,2.700000070E-2,9.454099406E-2
4.020731463E0,-7.999999821E-2,6.400000304E-2,1.099999994E-2,1.030388281E-1
4.030468158E0,-6.100000069E-2,7.400000095E-2,1.600000076E-2,9.722654087E-2
4.040205004E0,-9.999999776E-3,2.899999917E-2,3.000000026E-3,3.082206916E-2
4.049941708E0,-1.400000043E-2,-8.000000380E-3,-4.199999943E-2,4.498888719E-2
4.059678572E0,-2.899999917E-2,-4.999999888E-3,-1.070000008E-1,1.109729702E-1
4.069415189E0,-5.999999866E-2,-1.000000047E-3,-1.190000027E-1,1.332741554E-1
4.079152110E0,-8.799999952E-2,1.400000043E-2,-8.399999887E-2,1.224581550E-1
4.088888737E0,-9.399999678E-2,3.599999845E-2,-3.400000185E-2,1.062449971E-1
4.098625429E0,-6.400000304E-2,4.899999872E-2,-1.999999955E-2,8.304818027E-2
4.108362288E0,-1.300000027E-2,6.400000304E-2,8.999999613E-3,6.592420185E-2
4.118098982E0,-1.400000043E-2,2.199999988E-2,2.999999933E-2,3.974921341E-2
4.127835626E0,-1.999999955E-2,1.600000076E-2,6.300000101E-2,6.800735353E-2
4.137572470E0,-1.099999994E-2,1.499999966E-2,7.000000030E-2,7.242927606E-2
4.147309164E0,1.899999939E-2,3.299999982E-2,6.400000304E-2,7.447147342E-2
4.157046009E0,4.399999976E-2,4.300000146E-2,4.699999839E-2,7.742092710E-2
4.166782732E0,6.899999827E-2,5.799999833E-2,3.999999911E-2,9.861541206E-2
4.176519576E0,6.800000370E-2,3.999999911E-2,8.000000380E-3,7.929691316E-2
4.186256193E0,5.299999937E-2,4.500000179E-2,-1.300000027E-2,7.073188886E-2
4.195992884E0,4.199999943E-2,3.900000080E-2,-3.400000185E-2,6.664082938E-2
4.205729725E0,4.399999976E-2,4.600000009E-2,-4.899999872E-2,8.033056617E-2
4.215466381E0,9.999999776E-3,6.300000101E-2,-3.599999845E-2,7.324616039E-2
4.225203234E0,-2.199999988E-2,7.000000030E-2,8.000000380E-3,7.381056864E-2
4.234939852E0,-3.099999949E-2,5.400000140E-2,4.899999872E-2,7.923383112E-2
4.244676571E0,-4.000000190E-3,3.700000048E-2,6.800000370E-2,7.751774338E-2
4.254413494E0,2.400000021E-2,4.000000190E-3,1.999999955E-2,3.149603140E-2
4.264150098E0,4.899999872E-2,-8.000000380E-3,-1.600000076E-2,5.216320451E-2
4.273886942E0,5.200000107E-2,-2.400000021E-2,-4.699999839E-2,7.408778557E-2
4.283623640E0,3.999999911E-2,-1.300000027E-2,-8.299999684E-2,9.304837135E-2
4.293360484E0,1.600000076E-2,2.000000095E-3,-3.099999949E-2,3.494281032E-2
4.303097093E0,1.600000076E-2,1.799999923E-2,-3.799999878E-2,4.498888644E-2
4.312833783E0,5.400000140E-2,-9.999999776E-3,0.000000000E0,5.491812221E-2
4.322570609E0,8.500000089E-2,6.400000304E-2,2.220000029E-1,2.461808315E-1
4.332307304E0,2.700000070E-2,1.519999951E-1,4.099999964E-1,4.381015814E-1
4.342044148E0,-4.000000190E-3,1.080000028E-1,3.980000019E-1,4.124124175E-1
4.351780842E0,-4.000000190E-3,3.000000026E-3,3.050000072E-1,3.050409880E-1
4.361517707E0,1.700000092E-2,-7.199999690E-2,1.780000031E-1,1.927615125E-1
4.371254402E0,-3.400000185E-2,-1.110000014E-1,9.999999776E-3,1.165203864E-1
4.380991021E0,-8.999999613E-3,-8.500000089E-2,-1.309999973E-1,1.564193064E-1
4.390727865E0,9.700000286E-2,0.000000000E0,-1.230000034E-1,1.566461024E-1
4.400464536E0,1.650000066E-1,4.899999872E-2,-1.289999932E-1,2.150976529E-1
4.410201380E0,1.260000020E-1,7.100000232E-2,-1.099999994E-1,1.817058081E-1
4.419938045E0,4.800000042E-2,6.400000304E-2,-2.000000095E-3,8.002499878E-2
4.429674889E0,-8.000000380E-3,4.999999888E-3,-2.999999933E-2,3.144836983E-2
4.439411483E0,-7.500000298E-2,-6.599999964E-2,-7.500000298E-2,1.249239803E-1
4.449148404E0,-1.379999965E-1,-9.799999744E-2,2.199999988E-2,1.706809847E-1
4.458885007E0,-1.819999963E-1,-5.999999866E-2,1.190000027E-1,2.255770359E-1
4.468621700E0,-1.930000037E-1,-3.799999878E-2,1.360000074E-1,2.391422241E-1
4.478358539E0,-1.209999993E-1,-2.000000095E-3,1.809999943E-1,2.177291845E-1
4.488095223E0,-4.500000179E-2,5.700000003E-2,2.119999975E-1,2.240937284E-1
4.497832067E0,3.500000015E-2,7.299999893E-2,2.300000042E-1,2.438319130E-1
4.507568729E0,1.999999955E-2,5.499999970E-2,2.300000042E-1,2.373288897E-1
4.517305419E0,2.600000054E-2,2.600000054E-2,1.739999950E-1,1.778426223E-1
4.527042250E0,4.500000179E-2,-1.999999955E-2,4.899999872E-2,6.946941786E-2
4.536778939E0,-2.000000095E-3,-6.700000167E-2,-8.900000155E-2,1.114181336E-1
4.546515794E0,-8.100000024E-2,-8.900000155E-2,-1.209999993E-1,1.706546224E-1
4.556252488E0,-7.000000030E-2,-8.399999887E-2,-1.389999986E-1,1.768530448E-1
4.565989313E0,-6.800000370E-2,-8.100000024E-2,-7.100000232E-2,1.273813207E-1
4.575725931E0,-7.299999893E-2,-9.099999815E-2,-5.099999905E-2,1.273224230E-1
4.585462856E0,-5.200000107E-2,-8.399999887E-2,-6.000000052E-3,9.897474386E-2
4.595199550E0,-6.499999762E-2,-5.000000075E-2,3.900000080E-2,9.080748773E-2
4.604936170E0,-6.599999964E-2,-4.500000179E-2,3.799999878E-2,8.845903018E-2
4.614673015E0,-2.199999988E-2,-4.199999943E-2,8.299999684E-2,9.558765309E-2
4.624409700E0,0.000000000E0,-2.199999988E-2,1.129999980E-1,1.151216728E-1
4.634146544E0,2.899999917E-2,1.300000027E-2,7.400000095E-2,8.053570699E-2
4.643883238E0,8.999999613E-3,4.000000190E-3,1.099999994E-2,1.476482283E-2
4.653619829E0,8.000000380E-3,5.200000107E-2,2.400000021E-2,5.782733028E-2
4.663356673E0,8.999999613E-3,5.099999905E-2,5.999999866E-2,7.925906721E-2
4.673093367E0,-9.099999815E-2,-2.199999988E-2,1.089999974E-1,1.436871570E-1
4.682830212E0,-1.080000028E-1,-8.100000024E-2,9.499999881E-2,1.650757415E-1
4.692566926E0,-1.099999994E-2,3.799999878E-2,1.449999958E-1,1.502996963E-1
4.702303793E0,5.999999866E-2,5.299999937E-2,3.160000145E-1,3.259831421E-1
4.712040487E0,9.499999881E-2,8.999999613E-3,3.659999967E-1,3.782353729E-1
4.721777323E0,8.200000226E-2,9.999999776E-3,2.649999857E-1,2.775770033E-1
4.731514007E0,4.999999888E-3,2.899999917E-2,1.679999977E-1,1.705579057E-1
4.741250622E0,-2.199999988E-2,4.199999943E-2,8.200000226E-2,9.472064357E-2
4.750987567E0,8.999999613E-3,6.000000052E-3,-7.000000216E-3,1.288409860E-2
4.760724185E0,6.199999899E-2,-4.000000190E-3,-7.599999756E-2,9.816312701E-2
4.770461005E0,1.000000015E-1,3.400000185E-2,-1.120000035E-1,1.539480471E-1
4.780197699E0,1.430000067E-1,7.000000030E-2,-1.000000015E-1,1.880133034E-1
4.789934562E0,1.650000066E-1,8.399999887E-2,-8.500000089E-2,2.037302190E-1
4.799671257E0,1.949999928E-1,7.000000030E-2,-1.169999987E-1,2.379369600E-1
4.809408097E0,2.419999987E-1,1.999999955E-2,-1.400000006E-1,2.802927033E-1
4.819144714E0,2.259999961E-1,3.000000026E-3,-1.729999930E-1,2.846295764E-1
4.828881395E0,2.160000056E-1,-2.899999917E-2,-2.020000070E-1,2.971548506E-1
4.838618241E0,1.749999970E-1,-5.999999866E-2,-2.029999942E-1,2.746525012E-1
4.848354920E0,1.369999945E-1,-1.010000035E-1,-1.710000038E-1,2.412695599E-1
4.858091760E0,9.399999678E-2,-1.330000013E-1,-1.169999987E-1,2.005342849E-1
4.867828469E0,5.700000003E-2,-1.260000020E-1,-7.400000095E-2,1.568470614E-1
4.877565313E0,2.300000004E-2,-1.360000074E-1,-1.099999994E-2,1.383690790E-1
4.887301983E0,-3.000000026E-3,-1.669999957E-1,-2.000000095E-3,1.670389133E-1
4.897038827E0,-3.099999949E-2,-1.759999990E-1,4.999999888E-3,1.787791924E-1
4.906775459E0,-4.100000113E-2,-1.469999999E-1,1.200000010E-2,1.530816777E-1
4.916512380E0,-5.000000075E-2,-1.180000007E-1,-2.700000070E-2,1.309694632E-1
4.926249016E0,-6.199999899E-2,-1.239999980E-1,-6.700000167E-2,1.539772697E-1
4.935985709E0,-1.400000043E-2,-1.309999973E-1,-8.299999684E-2,1.557112673E-1
4.945722563E0,4.399999976E-2,-1.089999974E-1,-6.599999964E-2,1.348072675E-1
4.955459257E0,5.700000003E-2,-1.099999994E-1,-6.499999762E-2,1.399071105E-1
4.965196096E0,2.300000004E-2,-1.150000021E-1,-8.900000155E-2,1.472243212E-1
4.974932791E0,7.000000216E-3,-1.019999981E-1,-1.049999967E-1,1.465537407E-1
4.984669640E0,3.000000026E-3,-4.399999976E-2,-8.299999684E-2,9.398935820E-2
4.994406334E0,-1.000000047E-3,-8.999999613E-3,-7.800000161E-2,7.852388327E-2
5.004143173E0,2.300000004E-2,-3.500000015E-2,-6.700000167E-2,7.901265871E-2
5.013879858E0,3.099999949E-2,-1.400000043E-2,-4.699999839E-2,5.801723735E-2
5.023616702E0,2.800000086E-2,1.200000010E-2,-3.099999949E-2,4.346262785E-2
5.033353319E0,5.499999970E-2,3.700000048E-2,-6.599999964E-2,9.354143443E-2
5.043090010E0,1.030000001E-1,4.699999839E-2,-7.000000030E-2,1.331089776E-1
5.052826861E0,1.220000014E-1,4.399999976E-2,-4.899999872E-2,1.386398218E-1
5.062563555E0,1.420000046E-1,5.799999833E-2,-4.600000009E-2,1.601374445E-1
5.072300385E0,1.070000008E-1,4.600000009E-2,-4.500000179E-2,1.248599229E-1
5.082037080E0,3.900000080E-2,5.600000173E-2,-6.899999827E-2,9.704638076E-2
5.091773928E0,-2.199999988E-2,8.600000292E-2,-6.599999964E-2,1.106164565E-1
5.101510622E0,-8.900000155E-2,8.799999952E-2,-1.019999981E-1,1.614589725E-1
5.111247476E0,-1.700000018E-1,1.150000021E-1,-9.700000286E-2,2.270110166E-1
5.120984171E0,-2.549999952E-1,1.280000061E-1,-1.400000043E-2,2.856658872E-1
5.130720815E0,-2.829999924E-1,9.499999881E-2,6.400000304E-2,3.053031212E-1
5.140457659E0,-2.709999979E-1,6.599999964E-2,1.640000045E-1,3.235629773E-1
5.150194577E0,-2.300000042E-1,2.199999988E-2,2.210000008E-1,3.197264491E-1
5.159931195E0,-1.860000044E-1,-2.600000054E-2,2.199999988E-1,2.892611297E-1
5.169667872E0,-1.309999973E-1,-8.600000292E-2,2.460000068E-1,2.916727672E-1
5.179404750E0,-1.129999980E-1,-7.699999958E-2,2.549999952E-1,2.893492648E-1
5.189141445E0,-9.799999744E-2,-3.099999949E-2,2.360000014E-1,2.574121212E-1
5.198878255E0,-5.000000075E-2,-1.000000047E-3,1.620000005E-1,1.695435054E-1
5.208614968E0,-3.099999949E-2,1.300000027E-2,8.799999952E-2,9.420191023E-2
5.218351812E0,-2.000000095E-3,3.900000080E-2,4.800000042E-2,6.187891485E-2
5.228088511E0,3.400000185E-2,5.400000140E-2,1.300000027E-2,6.512296280E-2
5.237825355E0,7.199999690E-2,7.500000298E-2,-1.799999923E-2,1.055130322E-1
5.247562040E0,1.059999987E-1,4.199999943E-2,-5.700000003E-2,1.274715642E-1
5.257298884E0,1.920000017E-1,3.000000026E-3,-1.049999967E-1,2.188561170E-1
5.267035588E0,2.189999968E-1,-3.999999911E-2,-1.529999971E-1,2.701295942E-1
5.276772203E0,2.199999988E-1,-7.900000364E-2,-1.930000037E-1,3.031336363E-1
5.286509124E0,1.679999977E-1,-8.299999684E-2,-2.160000056E-1,2.859527953E-1
5.296245742E0,1.669999957E-1,-4.800000042E-2,-2.210000008E-1,2.811298614E-1
5.305982620E0,1.360000074E-1,-2.199999988E-2,-2.000000030E-1,2.428579898E-1
5.315719314E0,1.059999987E-1,-2.600000054E-2,-1.400000006E-1,1.775161962E-1
5.325456129E0,3.400000185E-2,4.000000190E-3,-1.019999981E-1,1.075918200E-1
5.335192819E0,1.099999994E-2,9.999999776E-3,-7.100000232E-2,7.253964657E-2
5.344929668E0,-3.000000026E-3,7.000000216E-3,-7.400000095E-2,7.439086062E-2
5.354666362E0,2.500000037E-2,2.000000095E-3,-6.199999899E-2,6.688048963E-2
5.364403182E0,1.200000010E-2,-1.600000076E-2,-2.400000021E-2,3.124099929E-2
5.374139891E0,-1.899999939E-2,-6.000000052E-3,2.700000070E-2,3.355592370E-2
5.383876735E0,-5.700000003E-2,-1.499999966E-2,1.799999923E-2,6.162791547E-2
5.393613429E0,-6.700000167E-2,-7.000000216E-3,-1.999999955E-2,7.027090585E-2
5.403350273E0,-3.799999878E-2,1.000000047E-3,1.799999923E-2,4.205948026E-2
5.413086968E0,-6.800000370E-2,2.899999917E-2,-3.400000185E-2,8.136953103E-2
5.422823812E0,-7.900000364E-2,4.600000009E-2,-9.000000358E-2,1.282848441E-1
5.432560530E0,-1.190000027E-1,5.099999905E-2,-1.049999967E-1,1.666943306E-1
5.442297374E0,-1.739999950E-1,5.799999833E-2,-1.180000007E-1,2.180917198E-1
5.452034074E0,-2.179999948E-1,7.699999958E-2,-1.110000014E-1,2.564644185E-1
5.461770918E0,-1.710000038E-1,7.900000364E-2,-5.600000173E-2,1.965146358E-1
5.471507641E0,-1.180000007E-1,6.199999899E-2,2.400000021E-2,1.354400238E-1
5.481244485E0,-5.000000075E-2,4.899999872E-2,8.399999887E-2,1.093480670E-1
5.490981166E0,-2.500000037E-2,5.600000173E-2,1.049999967E-1,1.215976954E-1
5.500718015E0,-5.099999905E-2,4.800000042E-2,1.140000001E-1,1.337946186E-1
5.510454733E0,-8.200000226E-2,6.400000304E-2,1.369999945E-1,1.720145321E-1
5.520191577E0,-1.280000061E-1,7.299999893E-2,1.539999992E-1,2.131408012E-1
5.529928248E0,-1.410000026E-1,6.800000370E-2,1.319999993E-1,2.047657224E-1
5.539665092E0,-1.289999932E-1,6.199999899E-2,1.439999938E-1,2.030295455E-1
5.549401723E0,-1.270000041E-1,8.500000089E-2,1.589999944E-1,2.205334428E-1
5.559138644E0,-1.150000021E-1,1.019999981E-1,1.430000067E-1,2.099476173E-1
5.568875243E0,-6.899999827E-2,9.099999815E-2,1.459999979E-1,1.853591077E-1
5.578612164E0,-8.000000380E-3,6.899999827E-2,1.319999993E-1,1.491609854E-1
5.588348891E0,2.899999917E-2,4.699999839E-2,1.309999973E-1,1.421653934E-1
5.598085735E0,2.999999933E-2,5.999999866E-2,1.169999987E-1,1.348665989E-1
5.607822358E0,3.200000152E-2,7.999999821E-2,8.100000024E-2,1.182581915E-1
5.617559279E0,1.899999939E-2,9.200000018E-2,6.400000304E-2,1.136705784E-1
5.627295916E0,2.999999933E-2,8.799999952E-2,7.100000232E-2,1.169829056E-1
5.637032609E0,2.500000037E-2,7.599999756E-2,9.799999744E-2,1.265108657E-1
5.646769453E0,3.900000080E-2,4.399999976E-2,1.019999981E-1,1.177327467E-1
5.656506132E0,2.500000037E-2,1.300000027E-2,1.040000021E-1,1.077497122E-1
5.666242976E0,2.000000095E-3,-3.200000152E-2,7.400000095E-2,8.064738210E-2
5.675979671E0,-2.800000086E-2,-2.700000070E-2,7.800000161E-2,8.716077293E-2
5.685716525E0,1.000000047E-3,-2.400000021E-2,8.299999684E-2,8.640601533E-2
5.695453219E0,5.799999833E-2,-2.700000070E-2,6.300000101E-2,8.978864055E-2
5.705190048E0,1.000000015E-1,-4.899999872E-2,2.700000070E-2,1.145862130E-1
5.714926743E0,9.799999744E-2,-4.100000113E-2,-2.400000021E-2,1.089082164E-1
5.724663563E0,7.199999690E-2,-8.000000380E-3,-6.800000370E-2,9.935793910E-2
5.734400257E0,3.599999845E-2,3.799999878E-2,-1.379999965E-1,1.475940339E-1
5.744137106E0,-1.000000047E-3,4.899999872E-2,-1.599999964E-1,1.673379775E-1
5.753873801E0,-8.000000380E-3,3.799999878E-2,-1.350000054E-1,1.404742018E-1
5.763610645E0,1.000000047E-3,1.600000076E-2,-7.299999893E-2,7.473954688E-2
5.773347324E0,8.000000380E-3,-1.300000027E-2,-8.000000380E-3,1.723368849E-2
5.783084168E0,3.700000048E-2,-3.299999982E-2,8.600000292E-2,9.926731852E-2
5.792820849E0,1.400000043E-2,-6.300000101E-2,1.550000012E-1,1.678987805E-1
5.802557693E0,2.199999988E-2,-1.120000035E-1,1.140000001E-1,1.613195611E-1
5.812294373E0,1.799999923E-2,-1.550000012E-1,6.800000370E-2,1.702145729E-1
5.822031217E0,-1.899999939E-2,-1.449999958E-1,4.899999872E-2,1.542303428E-1
5.831767912E0,-5.700000003E-2,-9.000000358E-2,2.999999933E-2,1.106752032E-1
5.841504756E0,-1.999999955E-2,-5.000000075E-2,-2.400000021E-2,5.895761246E-2
5.851241435E0,6.400000304E-2,-1.600000076E-2,-1.010000035E-1,1.206358202E-1
5.860978279E0,1.430000067E-1,-4.000000190E-3,-1.899999976E-1,2.378339778E-1
5.870714960E0,1.749999970E-1,2.300000004E-2,-2.540000081E-1,3.093056790E-1
5.880451804E0,1.449999958E-1,4.500000179E-2,-3.019999862E-1,3.380147787E-1
5.890188507E0,7.900000364E-2,6.100000069E-2,-3.129999936E-1,3.285285324E-1
5.899925351E0,-2.300000004E-2,3.500000015E-2,-3.400000036E-1,3.425697045E-1
